,Temperature,Humidity,Pressure,Co2,DateTime,Time,State
0,35.660000000000004,50.75,923.3,544.25,2022-11-25 06:02:04,06:02,0
1,35.739999999999995,48.0,923.3,544.0,2022-11-25 06:03:20,06:03,0
2,35.77,44.75,923.3,539.5,2022-11-25 06:04:35,06:04,0
3,35.739999999999995,42.0,923.3,541.25,2022-11-25 06:05:51,06:05,0
4,35.7575,51.75,923.3,546.25,2022-11-25 06:07:06,06:07,0
5,35.8,43.25,923.3,537.25,2022-11-25 06:08:22,06:08,0
6,35.8,44.5,923.3,535.25,2022-11-25 06:09:37,06:09,0
7,35.81,41.5,923.3,531.75,2022-11-25 06:10:53,06:10,0
8,35.815,41.75,923.375,539.75,2022-11-25 06:12:08,06:12,0
9,35.82,54.25,923.4,538.5,2022-11-25 06:13:24,06:13,0
10,35.82,48.75,923.4,543.25,2022-11-25 06:14:39,06:14,0
11,35.8,38.25,923.4,551.5,2022-11-25 06:15:54,06:15,0
12,35.85,48.5,923.4,562.5,2022-11-25 06:17:10,06:17,0
13,35.89,45.0,923.325,575.5,2022-11-25 06:18:25,06:18,0
14,35.91,52.25,923.3,583.0,2022-11-25 06:19:41,06:19,0
15,35.91,36.75,923.375,592.75,2022-11-25 06:20:56,06:20,0
16,35.91,44.5,923.3,616.25,2022-11-25 06:22:12,06:22,0
17,35.92,50.5,923.3,636.75,2022-11-25 06:23:27,06:23,0
18,35.93,40.25,923.3,663.75,2022-11-25 06:24:42,06:24,0
19,35.93,45.25,923.3,685.0,2022-11-25 06:25:58,06:25,0
20,35.96,42.0,923.3499999999999,687.75,2022-11-25 06:27:13,06:27,0
21,35.989999999999995,47.25,923.325,688.0,2022-11-25 06:28:29,06:28,0
22,36.0125,44.75,923.3,669.75,2022-11-25 06:29:44,06:29,0
23,36.045,47.75,923.3249999999999,669.5,2022-11-25 06:31:00,06:31,0
24,36.059999999999995,49.0,923.325,686.5,2022-11-25 06:32:15,06:32,0
25,36.065,48.0,923.3499999999999,694.25,2022-11-25 06:33:31,06:33,0
26,36.04,42.0,923.375,687.25,2022-11-25 06:34:46,06:34,0
27,36.07,45.75,923.4,694.25,2022-11-25 06:36:02,06:36,0
28,36.1175,51.25,923.4,716.5,2022-11-25 06:37:17,06:37,0
29,36.135000000000005,44.0,923.4,727.0,2022-11-25 06:38:33,06:38,0
30,36.14,52.0,923.4,746.25,2022-11-25 06:39:48,06:39,0
31,36.155,48.0,923.4,780.25,2022-11-25 06:41:03,06:41,0
32,36.18,39.5,923.4,799.5,2022-11-25 06:42:19,06:42,0
33,36.2025,48.25,923.425,814.25,2022-11-25 06:43:34,06:43,1
34,36.2125,40.75,923.4,827.0,2022-11-25 06:44:50,06:44,1
35,36.269999999999996,46.75,923.4,878.5,2022-11-25 06:46:05,06:46,1
36,36.315,43.75,923.4,884.25,2022-11-25 06:47:20,06:47,1
37,36.32,39.0,923.4,908.25,2022-11-25 06:48:36,06:48,1
38,36.335,47.5,923.5,927.5,2022-11-25 06:49:51,06:49,1
39,36.345,39.0,923.45,953.75,2022-11-25 06:51:06,06:51,1
40,36.3775,44.25,923.475,992.0,2022-11-25 06:52:22,06:52,1
41,36.385000000000005,42.0,923.5,1033.25,2022-11-25 06:53:37,06:53,1
42,36.4,53.5,923.525,1082.5,2022-11-25 06:54:53,06:54,1
43,36.474999999999994,46.0,923.6,1134.0,2022-11-25 06:56:08,06:56,2
44,36.5,50.5,923.5749999999999,1131.25,2022-11-25 06:57:24,06:57,2
45,36.5425,48.75,923.625,1136.25,2022-11-25 06:58:39,06:58,2
46,36.55,47.75,923.625,1156.75,2022-11-25 06:59:54,06:59,2
47,36.555,57.0,923.6,1176.75,2022-11-25 07:01:10,07:01,2
48,36.57,40.25,923.675,1181.5,2022-11-25 07:02:25,07:02,2
49,36.57,41.25,923.7,1181.5,2022-11-25 07:03:41,07:03,2
50,36.6,50.75,923.7,1190.75,2022-11-25 07:04:56,07:04,2
51,36.6225,46.25,923.7,1186.0,2022-11-25 07:06:12,07:06,2
52,36.655,39.25,923.7,1193.0,2022-11-25 07:07:27,07:07,2
53,36.67,43.0,923.7,1194.25,2022-11-25 07:08:43,07:08,2
54,36.705000000000005,51.25,923.7,1204.0,2022-11-25 07:09:58,07:09,2
55,36.73,40.25,923.75,1212.75,2022-11-25 07:11:14,07:11,2
56,36.72,44.0,923.75,1229.25,2022-11-25 07:12:29,07:12,2
57,36.73,43.75,923.7,1203.0,2022-11-25 07:13:45,07:13,2
58,36.7825,42.25,923.75,1186.5,2022-11-25 07:15:00,07:15,2
59,36.7975,41.5,923.8,1191.0,2022-11-25 07:16:16,07:16,2
60,36.8,48.25,923.8,1186.0,2022-11-25 07:17:31,07:17,2
61,36.805,34.0,923.8,1207.5,2022-11-25 07:18:47,07:18,2
62,36.835,40.75,923.825,1226.0,2022-11-25 07:20:02,07:20,2
63,36.835,44.25,923.85,1234.75,2022-11-25 07:21:17,07:21,2
64,36.82,37.5,923.875,1239.75,2022-11-25 07:22:33,07:22,2
65,36.875,43.0,923.85,1247.5,2022-11-25 07:23:48,07:23,2
66,36.905,41.75,923.8,1260.5,2022-11-25 07:25:04,07:25,2
67,36.925000000000004,40.75,923.9,1269.75,2022-11-25 07:26:19,07:26,2
68,36.9525,47.0,923.9,1284.75,2022-11-25 07:27:35,07:27,2
69,36.935,38.5,923.9250000000001,1284.75,2022-11-25 07:28:50,07:28,2
70,36.93,40.25,923.95,1282.25,2022-11-25 07:30:06,07:30,2
71,36.925,45.0,923.975,1280.0,2022-11-25 07:31:21,07:31,2
72,36.955,43.25,923.95,1282.25,2022-11-25 07:32:36,07:32,2
73,37.0,46.0,923.975,1270.25,2022-11-25 07:33:52,07:33,2
74,37.0,39.0,924.0,1263.75,2022-11-25 07:35:07,07:35,2
75,37.0,43.0,924.0,1262.25,2022-11-25 07:36:23,07:36,2
76,37.0,43.25,924.0749999999999,1278.0,2022-11-25 07:37:38,07:37,2
77,37.0,45.5,924.0,1287.25,2022-11-25 07:38:53,07:38,2
78,37.0,49.25,924.0,1268.5,2022-11-25 07:40:09,07:40,2
79,36.985,48.75,924.025,1271.0,2022-11-25 07:41:24,07:41,2
80,37.0325,42.5,924.075,1256.75,2022-11-25 07:42:39,07:42,2
81,37.05,47.25,924.0749999999999,1260.75,2022-11-25 07:43:55,07:43,2
82,37.059999999999995,43.25,924.0,1268.5,2022-11-25 07:45:10,07:45,2
83,37.07,42.75,924.1,1274.25,2022-11-25 07:46:26,07:46,2
84,37.07,49.25,924.05,1299.0,2022-11-25 07:47:41,07:47,2
85,37.07,51.5,924.1,1309.5,2022-11-25 07:48:57,07:48,2
86,37.07,55.75,924.1,1324.0,2022-11-25 07:50:12,07:50,2
87,37.105000000000004,49.25,924.175,1320.0,2022-11-25 07:51:28,07:51,2
88,37.16,44.25,924.2,1336.75,2022-11-25 07:52:43,07:52,2
89,37.19,41.5,924.2,1363.75,2022-11-25 07:53:58,07:53,2
90,37.205000000000005,45.25,924.25,1374.0,2022-11-25 07:55:14,07:55,2
91,37.21,37.75,924.2750000000001,1374.0,2022-11-25 07:56:29,07:56,2
92,37.21,46.75,924.2749999999999,1389.25,2022-11-25 07:57:45,07:57,2
93,37.21,39.75,924.2250000000001,1436.0,2022-11-25 07:59:00,07:59,2
94,37.214999999999996,49.25,924.2750000000001,1488.0,2022-11-25 08:00:16,08:00,2
95,37.2825,46.75,924.3,1520.75,2022-11-25 08:01:31,08:01,3
96,37.309999999999995,43.5,924.3,1517.75,2022-11-25 08:02:47,08:02,3
97,37.335,47.5,924.325,1528.75,2022-11-25 08:04:02,08:04,3
98,37.345,40.75,924.325,1558.75,2022-11-25 08:05:18,08:05,3
99,37.36,46.75,924.3,1581.5,2022-11-25 08:06:33,08:06,3
100,37.36,37.25,924.375,1593.0,2022-11-25 08:07:49,08:07,3
101,37.355000000000004,49.5,924.4,1613.75,2022-11-25 08:09:04,08:09,3
102,37.385,47.5,924.4,1632.25,2022-11-25 08:10:19,08:10,3
103,37.394999999999996,43.25,924.4,1634.0,2022-11-25 08:11:35,08:11,3
104,37.41,45.75,924.4,1646.75,2022-11-25 08:12:50,08:12,3
105,37.41,52.25,924.4,1641.25,2022-11-25 08:14:06,08:14,3
106,37.43,40.75,924.4250000000001,1654.5,2022-11-25 08:15:21,08:15,3
107,37.41,42.75,924.4,1647.0,2022-11-25 08:16:36,08:16,3
108,37.4,52.75,924.4,1640.25,2022-11-25 08:17:52,08:17,3
109,37.39,40.75,924.4,1661.0,2022-11-25 08:19:07,08:19,3
110,37.43,53.0,924.4,1675.5,2022-11-25 08:20:23,08:20,3
111,37.4525,51.0,924.4,1674.0,2022-11-25 08:21:38,08:21,3
112,37.46,40.75,924.4,1687.5,2022-11-25 08:22:54,08:22,3
113,37.474999999999994,43.0,924.4,1690.0,2022-11-25 08:24:09,08:24,3
114,37.489999999999995,41.0,924.4,1694.25,2022-11-25 08:25:25,08:25,3
115,37.495,46.5,924.4,1690.75,2022-11-25 08:26:40,08:26,3
116,37.485,46.5,924.4,1697.75,2022-11-25 08:27:55,08:27,3
117,37.535,48.75,924.4,1701.0,2022-11-25 08:29:11,08:29,3
118,37.565,43.75,924.4,1718.25,2022-11-25 08:30:26,08:30,3
119,37.574999999999996,49.0,924.4,1719.25,2022-11-25 08:31:42,08:31,3
120,37.59,50.25,924.475,1725.0,2022-11-25 08:32:57,08:32,3
121,37.595,40.25,924.475,1725.5,2022-11-25 08:34:13,08:34,3
122,37.59,45.75,924.475,1731.0,2022-11-25 08:35:28,08:35,3
123,37.574999999999996,48.5,924.475,1726.5,2022-11-25 08:36:44,08:36,3
124,37.58,48.5,924.5,1714.75,2022-11-25 08:37:59,08:37,3
125,37.585,41.75,924.5,1712.0,2022-11-25 08:39:15,08:39,3
126,37.585,48.25,924.5,1679.75,2022-11-25 08:40:30,08:40,3
127,37.59,45.5,924.6,1650.5,2022-11-25 08:41:46,08:41,3
128,37.585,41.5,924.5749999999999,1608.25,2022-11-25 08:43:01,08:43,3
129,37.565,36.75,924.6,1564.75,2022-11-25 08:44:17,08:44,3
130,37.54,47.25,924.6,1558.5,2022-11-25 08:45:32,08:45,3
131,37.5475,41.5,924.6,1537.5,2022-11-25 08:46:48,08:46,3
132,37.59,42.25,924.625,1517.5,2022-11-25 08:48:03,08:48,3
133,37.614999999999995,38.75,924.65,1528.75,2022-11-25 08:49:19,08:49,3
134,37.62,47.0,924.6,1517.0,2022-11-25 08:50:34,08:50,3
135,37.62,47.75,924.65,1490.5,2022-11-25 08:51:50,08:51,2
136,37.635,46.75,924.675,1482.0,2022-11-25 08:53:05,08:53,2
137,37.61,47.75,924.7,1469.5,2022-11-25 08:54:21,08:54,2
138,37.6125,45.25,924.7,1431.0,2022-11-25 08:55:36,08:55,2
139,37.655,45.25,924.7,1370.75,2022-11-25 08:56:51,08:56,2
140,37.665,46.0,924.7,1350.75,2022-11-25 08:58:07,08:58,2
141,37.644999999999996,52.75,924.7,1358.5,2022-11-25 08:59:22,08:59,2
142,37.6275,45.75,924.7249999999999,1390.75,2022-11-25 09:00:38,09:00,2
143,37.585,50.75,924.7249999999999,1391.0,2022-11-25 09:01:53,09:01,2
144,37.57,35.25,924.7,1417.25,2022-11-25 09:03:09,09:03,2
145,37.57,43.25,924.7,1441.5,2022-11-25 09:04:24,09:04,2
146,37.635,43.0,924.7,1455.75,2022-11-25 09:05:40,09:05,2
147,37.65,45.5,924.7,1492.25,2022-11-25 09:06:55,09:06,2
148,37.675000000000004,56.25,924.75,1522.75,2022-11-25 09:08:11,09:08,3
149,37.695,41.75,924.7750000000001,1539.5,2022-11-25 09:09:26,09:09,3
150,37.7,45.0,924.8,1568.0,2022-11-25 09:10:42,09:10,3
151,37.695,44.25,924.8,1600.0,2022-11-25 09:11:57,09:11,3
152,37.685,38.0,924.825,1606.0,2022-11-25 09:13:13,09:13,3
153,37.717499999999994,40.0,924.875,1626.5,2022-11-25 09:14:28,09:14,3
154,37.745,47.0,924.9,1647.5,2022-11-25 09:15:44,09:15,3
155,37.7625,46.5,924.9,1645.5,2022-11-25 09:16:59,09:16,3
156,37.7925,51.0,924.9,1659.75,2022-11-25 09:18:15,09:18,3
157,37.81,46.0,924.9,1669.5,2022-11-25 09:19:30,09:19,3
158,37.82,50.25,924.9,1678.25,2022-11-25 09:20:46,09:20,3
159,37.82,47.0,924.9,1702.75,2022-11-25 09:22:01,09:22,3
160,37.865,46.5,924.95,1700.25,2022-11-25 09:23:16,09:23,3
161,37.92,44.0,925.0,1706.75,2022-11-25 09:24:32,09:24,3
162,37.955000000000005,45.5,925.0,1728.5,2022-11-25 09:25:47,09:25,3
163,37.985,55.25,925.0,1753.5,2022-11-25 09:27:03,09:27,3
164,38.0,52.0,925.0,1778.5,2022-11-25 09:28:18,09:28,3
165,37.995,50.75,925.0,1821.5,2022-11-25 09:29:34,09:29,3
166,38.0,47.25,925.025,1850.0,2022-11-25 09:30:49,09:30,3
167,38.005,42.75,925.05,1868.25,2022-11-25 09:32:04,09:32,3
168,38.06,33.25,925.1,1883.75,2022-11-25 09:33:20,09:33,3
169,38.07,49.5,925.1,1887.0,2022-11-25 09:34:35,09:34,3
170,38.085,43.75,925.1500000000001,1891.5,2022-11-25 09:35:51,09:35,3
171,38.09,40.5,925.125,1892.0,2022-11-25 09:37:06,09:37,3
172,38.09,45.0,925.2,1893.5,2022-11-25 09:38:22,09:38,3
173,38.105000000000004,45.75,925.175,1887.0,2022-11-25 09:39:37,09:39,3
174,38.1175,43.5,925.2,1908.75,2022-11-25 09:40:53,09:40,3
175,38.185,48.5,925.2,1913.0,2022-11-25 09:42:08,09:42,3
176,38.21,49.75,925.2,1934.25,2022-11-25 09:43:23,09:43,3
177,38.23,41.25,925.2250000000001,1924.25,2022-11-25 09:44:39,09:44,3
178,38.23,47.5,925.25,1919.5,2022-11-25 09:45:54,09:45,3
179,38.23,44.25,925.2,1934.5,2022-11-25 09:47:10,09:47,3
180,38.224999999999994,45.5,925.2,1943.5,2022-11-25 09:48:25,09:48,3
181,38.214999999999996,51.5,925.2,1949.25,2022-11-25 09:49:41,09:49,3
182,38.285,44.0,925.2,1967.5,2022-11-25 09:50:56,09:50,3
183,38.3,46.75,925.2,1965.75,2022-11-25 09:52:12,09:52,3
184,38.325,41.25,925.2,1921.0,2022-11-25 09:53:27,09:53,3
185,38.325,33.25,925.2,1880.5,2022-11-25 09:54:42,09:54,3
186,38.34,47.75,925.2,1861.5,2022-11-25 09:55:58,09:55,3
187,38.315,49.25,925.2,1857.25,2022-11-25 09:57:13,09:57,3
188,38.2975,44.75,925.2,1864.5,2022-11-25 09:58:29,09:58,3
189,38.33,42.75,925.2,1850.0,2022-11-25 09:59:44,09:59,3
190,38.365,39.5,925.2,1836.5,2022-11-25 10:01:00,10:01,3
191,38.375,38.25,925.2,1855.0,2022-11-25 10:02:15,10:02,3
192,38.39,44.75,925.2,1896.5,2022-11-25 10:03:31,10:03,3
193,38.405,50.0,925.2,1928.75,2022-11-25 10:04:46,10:04,3
194,38.41,47.0,925.2,1959.75,2022-11-25 10:06:02,10:06,3
195,38.405,51.75,925.2,1979.75,2022-11-25 10:07:17,10:07,3
196,38.4375,36.75,925.25,2003.5,2022-11-25 10:08:33,10:08,4
197,38.48,43.25,925.2249999999999,2035.5,2022-11-25 10:09:48,10:09,4
198,38.48,38.75,925.2,2057.25,2022-11-25 10:11:03,10:11,4
199,38.46,47.5,925.2,2048.25,2022-11-25 10:12:19,10:12,4
200,38.48,49.25,925.25,2026.75,2022-11-25 10:13:34,10:13,4
201,38.48,43.75,925.3,2042.75,2022-11-25 10:14:50,10:14,4
202,38.48,44.25,925.3,2059.0,2022-11-25 10:16:05,10:16,4
203,38.5,46.5,925.3,2060.5,2022-11-25 10:17:21,10:17,4
204,38.555,46.75,925.3,2065.25,2022-11-25 10:18:36,10:18,4
205,38.57,41.25,925.325,2049.75,2022-11-25 10:19:51,10:19,4
206,38.585,42.75,925.4,2036.25,2022-11-25 10:21:07,10:21,4
207,38.615,48.5,925.3499999999999,2049.5,2022-11-25 10:22:22,10:22,4
208,38.62,40.75,925.3,2051.25,2022-11-25 10:23:38,10:23,4
209,38.614999999999995,48.25,925.3249999999999,2048.0,2022-11-25 10:24:53,10:24,4
210,38.61,46.5,925.3,2054.75,2022-11-25 10:26:09,10:26,4
211,38.665,44.0,925.3,2075.25,2022-11-25 10:27:24,10:27,4
212,38.6975,46.0,925.3,2077.25,2022-11-25 10:28:39,10:28,4
213,38.71,42.0,925.3,2079.75,2022-11-25 10:29:55,10:29,4
214,38.71,45.0,925.3249999999999,2086.5,2022-11-25 10:31:10,10:31,4
