Temperature,Humidity,Pressure,Co2,Hour,Minute,Second
35.23,30,917.1,449,0,0,4
35.23,43,917.1,449,0,0,6
35.23,43,917.1,452,0,0,19
35.23,44,917.1,452,0,0,21
35.25,30,917.1,454,0,0,34
35.25,49,917.1,454,0,0,36
35.25,46,917.1,448,0,0,49
35.25,55,917.1,448,0,0,51
35.25,38,917.1,449,0,1,4
35.25,41,917.1,449,0,1,6
35.25,47,917.1,454,0,1,19
35.25,59,917.1,454,0,1,21
35.25,59,917.1,459,0,1,34
35.25,42,917.1,459,0,1,36
35.25,59,917.1,462,0,1,50
35.25,59,917.1,462,0,1,51
35.25,34,917.1,462,0,2,5
35.25,34,917.1,462,0,2,7
35.27,38,917.1,459,0,2,20
35.27,40,917.1,459,0,2,22
35.27,45,917.1,459,0,2,35
35.27,35,917.1,459,0,2,37
35.27,37,917.0,455,0,2,50
35.27,34,917.0,455,0,2,52
35.27,50,917.0,457,0,3,5
35.27,40,917.0,457,0,3,7
35.27,42,917.0,459,0,3,20
35.27,36,917.0,459,0,3,22
35.27,57,917.0,456,0,3,35
35.27,48,917.0,456,0,3,37
35.27,40,917.0,457,0,3,50
35.27,51,917.0,457,0,3,52
35.27,56,917.1,458,0,4,5
35.27,60,917.1,458,0,4,7
35.27,31,917.0,459,0,4,20
35.27,48,917.0,459,0,4,22
35.27,60,917.0,456,0,4,35
35.27,45,917.0,456,0,4,37
35.27,40,917.0,463,0,4,51
35.27,60,917.0,463,0,4,52
35.27,56,917.0,466,0,5,6
35.27,30,917.0,466,0,5,8
35.27,44,917.0,464,0,5,21
35.27,50,917.0,464,0,5,23
35.25,49,917.0,467,0,5,36
35.25,51,917.0,467,0,5,38
35.25,41,917.0,468,0,5,51
35.25,31,917.0,468,0,5,53
35.25,43,917.0,469,0,6,6
35.25,32,917.0,469,0,6,8
35.25,30,917.0,465,0,6,21
35.25,35,917.0,465,0,6,23
35.25,34,917.0,459,0,6,36
35.25,43,917.0,459,0,6,38
35.23,41,917.0,459,0,6,51
35.23,55,917.0,459,0,6,53
35.23,37,917.1,456,0,7,6
35.23,55,917.1,456,0,7,8
35.23,52,917.0,462,0,7,21
35.23,34,917.0,462,0,7,23
35.23,30,917.1,456,0,7,36
35.23,44,917.1,456,0,7,38
35.23,44,917.1,459,0,7,52
35.23,39,917.1,459,0,7,54
35.25,36,917.1,459,0,8,7
35.25,33,917.1,459,0,8,9
35.23,52,917.1,459,0,8,22
35.23,59,917.0,454,0,8,24
35.23,37,917.0,454,0,8,37
35.25,36,917.1,455,0,8,39
35.25,30,917.1,455,0,8,52
35.25,42,917.0,452,0,8,54
35.25,48,917.0,452,0,9,7
35.27,33,917.1,446,0,9,9
35.27,35,917.1,446,0,9,22
35.28,32,917.1,448,0,9,24
35.28,50,917.1,448,0,9,37
35.28,36,917.1,451,0,9,39
35.28,45,917.0,447,0,9,52
35.28,55,917.0,447,0,9,54
35.27,44,917.0,447,0,10,7
35.27,59,917.0,447,0,10,9
35.27,36,917.1,455,0,10,22
35.27,58,917.1,455,0,10,24
