Temperature,Humidity,Pressure,Co2,Hour,Minute,Second
35.78,49,922.5,557,0,0,3
35.78,52,922.5,556,0,0,18
35.78,55,922.5,559,0,0,33
35.77,50,922.5,561,0,0,49
35.77,48,922.5,557,0,1,4
35.77,54,922.5,559,0,1,19
35.75,40,922.5,551,0,1,34
35.75,57,922.5,552,0,1,49
35.75,43,922.5,554,0,2,4
35.75,42,922.5,555,0,2,19
35.75,60,922.5,564,0,2,34
35.75,42,922.5,564,0,2,49
35.75,31,922.5,562,0,3,4
35.78,30,922.5,564,0,3,19
35.79,36,922.6,562,0,3,35
35.79,33,922.6,563,0,3,50
35.78,31,922.5,563,0,4,5
35.78,43,922.5,559,0,4,20
35.78,47,922.5,559,0,4,35
35.78,35,922.6,559,0,4,50
35.77,53,922.5,563,0,5,5
35.77,37,922.6,560,0,5,20
35.77,39,922.6,559,0,5,35
35.75,31,922.6,565,0,5,50
35.75,50,922.5,562,0,6,5
35.75,36,922.5,560,0,6,21
35.75,50,922.6,557,0,6,36
35.75,46,922.6,560,0,6,51
35.75,38,922.6,563,0,7,6
35.75,58,922.6,562,0,7,21
35.75,30,922.6,562,0,7,36
35.75,33,922.6,565,0,7,51
35.75,41,922.6,563,0,8,6
35.75,34,922.6,564,0,8,21
35.73,47,922.6,563,0,8,36
35.73,56,922.6,565,0,8,51
35.73,60,922.6,571,0,9,7
35.73,35,922.6,572,0,9,22
35.73,39,922.6,573,0,9,37
35.71,46,922.6,575,0,9,52
35.71,40,922.6,578,0,10,7
35.71,56,922.6,577,0,10,22
35.71,60,922.6,578,0,10,37
35.71,36,922.6,579,0,10,52
35.71,59,922.6,585,0,11,7
35.7,45,922.6,581,0,11,22
35.68,58,922.6,570,0,11,37
35.68,50,922.6,561,0,11,52
35.68,60,922.6,561,0,12,8
35.68,33,922.6,562,0,12,23
35.68,40,922.6,558,0,12,38
35.68,30,922.6,560,0,12,53
35.71,58,922.6,567,0,13,8
35.71,31,922.6,561,0,13,23
35.71,33,922.6,565,0,13,38
35.71,47,922.6,562,0,13,53
35.71,33,922.6,559,0,14,8
35.71,42,922.6,555,0,14,23
35.71,55,922.6,557,0,14,38
35.71,46,922.6,552,0,14,54
35.71,42,922.6,550,0,15,9
35.71,60,922.6,547,0,15,24
35.71,43,922.6,543,0,15,39
35.71,31,922.6,540,0,15,54
35.71,57,922.6,539,0,16,9
35.71,34,922.6,539,0,16,24
35.71,44,922.6,538,0,16,39
35.73,39,922.6,543,0,16,54
35.71,40,922.6,545,0,17,9
35.71,42,922.6,546,0,17,24
35.71,40,922.6,551,0,17,40
35.71,35,922.6,556,0,17,55
35.71,39,922.6,561,0,18,10
35.71,49,922.6,557,0,18,25
35.71,43,922.6,560,0,18,40
35.7,49,922.6,557,0,18,55
35.7,38,922.6,561,0,19,10
35.7,44,922.6,561,0,19,25
35.7,36,922.6,559,0,19,40
35.68,33,922.6,557,0,19,55
35.7,44,922.6,556,0,20,10
35.68,36,922.6,555,0,20,26
35.68,38,922.6,554,0,20,41
35.68,31,922.6,553,0,20,56
35.66,46,922.6,552,0,21,11
35.66,32,922.6,550,0,21,26
35.66,41,922.6,547,0,21,41
35.66,47,922.6,546,0,21,56
35.68,51,922.6,550,0,22,11
35.68,39,922.6,551,0,22,27
35.71,36,922.6,555,0,22,42
35.71,42,922.7,560,0,22,57
35.71,48,922.7,558,0,23,12
35.71,49,922.6,559,0,23,27
35.71,49,922.6,559,0,23,42
35.71,48,922.7,561,0,23,57
35.71,35,922.7,565,0,24,12
35.71,59,922.7,565,0,24,27
35.71,40,922.7,573,0,24,42
35.71,58,922.6,581,0,24,57
35.71,44,922.7,578,0,25,12
35.73,59,922.7,578,0,25,28
35.73,59,922.7,571,0,25,43
35.73,50,922.7,571,0,25,58
35.71,46,922.7,566,0,26,13
35.71,32,922.7,562,0,26,28
35.73,41,922.7,563,0,26,43
35.71,38,922.7,567,0,26,58
35.71,49,922.7,562,0,27,13
35.71,33,922.7,565,0,27,28
35.71,47,922.7,561,0,27,43
35.71,58,922.7,557,0,27,59
35.71,56,922.7,550,0,28,14
35.71,53,922.7,547,0,28,29
35.71,34,922.8,551,0,28,44
35.7,46,922.7,546,0,28,59
35.7,51,922.7,553,0,29,14
35.68,33,922.7,552,0,29,29
35.68,38,922.7,551,0,29,44
35.68,35,922.8,552,0,29,59
35.68,36,922.8,560,0,30,14
35.66,39,922.8,558,0,30,29
35.66,43,922.8,553,0,30,45
35.64,45,922.8,551,0,31,0
35.66,46,922.8,550,0,31,15
35.66,30,922.8,548,0,31,30
35.66,59,922.8,551,0,31,45
35.68,38,922.8,553,0,32,0
35.71,41,922.8,551,0,32,15
35.71,51,922.8,548,0,32,30
35.71,50,922.8,547,0,32,45
35.71,44,922.8,552,0,33,0
35.71,44,922.8,555,0,33,15
35.71,55,922.8,551,0,33,30
35.71,41,922.8,555,0,33,46
35.71,30,922.8,547,0,34,1
35.71,39,922.8,549,0,34,16
35.71,44,922.8,541,0,34,31
35.71,30,922.8,544,0,34,46
35.71,53,922.8,541,0,35,1
35.71,33,922.8,540,0,35,16
35.71,45,922.8,539,0,35,31
35.71,34,922.8,536,0,35,46
35.71,54,922.8,539,0,36,1
35.71,40,922.8,542,0,36,16
35.71,45,922.8,542,0,36,31
35.71,59,922.8,550,0,36,46
35.71,58,922.8,558,0,37,2
35.71,49,922.8,558,0,37,17
35.71,32,922.8,558,0,37,32
35.7,54,922.8,557,0,37,47
35.7,55,922.8,553,0,38,2
35.7,48,922.9,550,0,38,17
35.68,35,922.8,544,0,38,32
35.68,56,922.9,545,0,38,47
35.68,59,922.9,551,0,39,2
35.68,56,922.9,548,0,39,17
35.68,55,922.9,546,0,39,32
35.68,35,922.8,555,0,39,47
35.66,44,922.9,552,0,40,3
35.66,53,922.9,548,0,40,18
35.66,40,922.9,546,0,40,33
35.64,57,922.9,546,0,40,48
35.64,59,922.9,537,0,41,3
35.64,56,922.8,537,0,41,18
35.64,53,922.9,538,0,41,33
35.64,49,922.9,543,0,41,48
35.66,48,922.9,547,0,42,3
35.66,55,922.9,539,0,42,18
35.66,54,922.9,540,0,42,33
35.66,39,922.9,540,0,42,48
35.68,44,922.9,537,0,43,4
35.68,41,922.9,543,0,43,19
35.68,32,922.9,540,0,43,34
35.68,37,922.9,544,0,43,49
35.68,30,922.9,544,0,44,4
35.68,44,923.0,541,0,44,19
35.68,40,923.0,543,0,44,34
35.68,42,922.9,547,0,44,49
35.68,39,922.9,549,0,45,4
35.68,49,923.0,549,0,45,19
35.68,40,923.0,551,0,45,34
35.68,48,923.0,551,0,45,49
35.68,33,923.0,552,0,46,5
35.66,53,923.0,552,0,46,20
35.66,58,923.0,555,0,46,35
35.66,40,923.0,550,0,46,50
35.66,58,923.0,548,0,47,5
35.66,57,923.0,545,0,47,20
35.64,33,923.0,537,0,47,35
35.64,31,923.0,537,0,47,50
35.64,59,923.0,538,0,48,5
35.64,48,923.0,526,0,48,20
35.64,59,923.0,538,0,48,35
35.63,46,923.0,541,0,48,50
35.63,42,923.1,545,0,49,5
35.63,34,923.0,549,0,49,21
35.62,40,923.0,553,0,49,36
35.61,37,923.0,547,0,49,51
35.61,54,923.0,550,0,50,6
35.59,48,923.0,548,0,50,21
35.59,53,923.0,551,0,50,36
35.59,46,923.1,554,0,50,51
35.59,46,923.0,557,0,51,6
35.59,50,923.1,561,0,51,21
35.59,57,923.0,561,0,51,36
35.62,43,923.1,556,0,51,51
