Temperature,Humidity,Pressure,Co2,Hour,Minute,Second
35.68,53,930.1,470,0,0,2
35.68,60,930.1,470,0,0,3
35.68,50,930.1,474,0,0,17
35.68,59,930.1,474,0,0,18
35.68,60,930.1,478,0,0,32
35.68,38,930.1,478,0,0,33
35.68,41,930.1,477,0,0,47
35.68,43,930.1,477,0,0,48
35.66,57,930.1,481,0,1,2
35.66,50,930.1,481,0,1,3
35.66,33,930.1,484,0,1,18
35.66,46,930.1,484,0,1,18
35.66,58,930.1,484,0,1,33
35.66,39,930.1,484,0,1,34
35.66,41,930.1,482,0,1,48
35.66,33,930.1,482,0,1,49
35.64,30,930.1,478,0,2,3
35.64,44,930.1,478,0,2,4
35.64,47,930.1,477,0,2,18
35.64,32,930.1,477,0,2,19
35.64,33,930.1,474,0,2,33
35.64,40,930.1,474,0,2,34
35.64,31,930.0,476,0,2,48
35.64,59,930.0,476,0,2,49
35.64,38,930.1,475,0,3,3
35.64,48,930.1,475,0,3,4
35.64,40,930.1,473,0,3,18
35.64,45,930.1,473,0,3,19
35.66,51,930.1,475,0,3,33
35.66,45,930.1,475,0,3,34
35.66,39,930.1,473,0,3,49
35.68,33,930.1,474,0,3,50
35.68,54,930.1,474,0,4,4
35.7,59,930.1,475,0,4,5
35.68,35,930.1,474,0,4,19
35.68,49,930.1,474,0,4,20
35.68,31,930.1,473,0,4,34
35.68,31,930.1,473,0,4,35
35.68,48,930.1,476,0,4,49
35.68,54,930.1,476,0,4,50
35.68,60,930.1,474,0,5,4
35.68,51,930.1,474,0,5,5
35.68,39,930.1,469,0,5,19
35.68,33,930.1,469,0,5,20
35.68,57,930.1,465,0,5,34
35.68,55,930.1,465,0,5,35
35.68,44,930.1,463,0,5,49
35.68,51,930.1,463,0,5,50
35.68,60,930.1,467,0,6,4
35.68,43,930.1,467,0,6,5
35.68,59,930.1,469,0,6,19
35.68,56,930.1,469,0,6,20
35.68,34,930.1,471,0,6,34
35.68,54,930.1,471,0,6,35
35.68,56,930.1,474,0,6,50
35.68,57,930.1,474,0,6,51
35.68,43,930.1,471,0,7,5
35.68,42,930.1,471,0,7,6
35.66,52,930.1,477,0,7,20
35.66,50,930.1,477,0,7,21
35.66,34,930.1,474,0,7,35
35.66,33,930.1,474,0,7,36
35.66,34,930.1,470,0,7,50
35.66,49,930.1,470,0,7,51
35.66,48,930.1,469,0,8,5
35.66,48,930.1,469,0,8,6
35.66,51,930.1,470,0,8,20
35.66,36,930.1,470,0,8,21
35.68,38,930.1,468,0,8,35
35.68,54,930.1,468,0,8,36
35.68,58,930.1,472,0,8,50
35.68,37,930.1,472,0,8,51
35.66,47,930.2,474,0,9,5
35.66,57,930.2,474,0,9,6
35.66,33,930.2,478,0,9,20
35.66,40,930.2,478,0,9,22
35.66,36,930.2,476,0,9,36
35.66,59,930.2,476,0,9,37
35.68,47,930.2,476,0,9,51
35.68,42,930.2,476,0,9,52
35.66,47,930.2,476,0,10,6
35.66,32,930.2,476,0,10,7
35.68,56,930.2,481,0,10,21
35.68,47,930.2,481,0,10,22
35.66,39,930.2,479,0,10,36
35.66,40,930.2,479,0,10,37
35.66,60,930.2,476,0,10,51
35.66,51,930.2,476,0,10,52
35.66,57,930.2,472,0,11,6
35.66,45,930.2,472,0,11,7
35.66,51,930.2,473,0,11,21
35.66,52,930.2,473,0,11,22
35.66,54,930.2,474,0,11,36
35.66,57,930.2,474,0,11,37
35.66,58,930.2,477,0,11,52
35.66,59,930.2,477,0,11,52
35.66,35,930.2,482,0,12,7
35.66,35,930.2,482,0,12,8
35.66,34,930.2,482,0,12,22
35.66,60,930.2,482,0,12,23
35.66,59,930.3,476,0,12,37
35.66,57,930.3,476,0,12,38
35.66,51,930.2,470,0,12,52
35.66,56,930.2,470,0,12,53
35.66,43,930.2,466,0,13,7
35.66,57,930.2,466,0,13,8
35.66,55,930.3,466,0,13,22
35.68,52,930.3,469,0,13,23
35.68,35,930.3,469,0,13,37
35.68,34,930.3,467,0,13,38
35.68,53,930.3,468,0,13,52
35.68,51,930.3,468,0,13,53
35.68,54,930.3,470,0,14,7
35.68,46,930.3,470,0,14,8
35.68,51,930.3,478,0,14,22
35.68,41,930.3,478,0,14,23
35.68,59,930.2,470,0,14,38
35.68,35,930.2,470,0,14,39
35.68,34,930.3,472,0,14,53
35.68,52,930.3,472,0,14,54
35.68,40,930.3,475,0,15,8
35.68,32,930.3,475,0,15,9
35.68,54,930.3,475,0,15,23
35.68,34,930.3,475,0,15,24
35.68,40,930.3,473,0,15,38
35.68,48,930.3,473,0,15,39
35.68,48,930.3,472,0,15,53
35.68,51,930.3,472,0,15,54
35.66,43,930.3,475,0,16,8
35.66,30,930.3,475,0,16,9
35.66,36,930.3,469,0,16,23
35.66,34,930.3,469,0,16,24
35.66,40,930.3,464,0,16,38
35.66,50,930.3,464,0,16,39
35.68,57,930.3,465,0,16,53
35.68,54,930.3,465,0,16,54
35.66,56,930.3,468,0,17,8
35.66,36,930.3,468,0,17,9
35.66,34,930.3,473,0,17,24
35.66,58,930.3,473,0,17,25
35.66,48,930.3,468,0,17,39
35.66,48,930.3,468,0,17,40
35.66,59,930.3,472,0,17,54
35.66,46,930.3,472,0,17,55
35.64,47,930.3,470,0,18,9
35.64,47,930.3,470,0,18,10
35.66,53,930.3,472,0,18,24
35.66,52,930.3,472,0,18,25
35.66,56,930.3,473,0,18,39
35.66,56,930.3,473,0,18,40
35.64,38,930.3,474,0,18,54
35.64,38,930.3,474,0,18,55
35.64,36,930.3,475,0,19,9
35.64,57,930.3,475,0,19,10
35.64,59,930.3,481,0,19,24
35.64,50,930.3,481,0,19,25
35.63,50,930.3,484,0,19,39
35.63,32,930.3,484,0,19,40
35.62,44,930.3,481,0,19,54
35.62,51,930.3,481,0,19,55
35.61,30,930.3,483,0,20,9
35.61,51,930.3,483,0,20,11
35.61,54,930.3,482,0,20,25
35.61,43,930.3,482,0,20,26
35.59,33,930.3,482,0,20,40
35.59,44,930.3,482,0,20,41
35.59,46,930.3,482,0,20,55
35.59,48,930.3,482,0,20,56
35.57,56,930.3,480,0,21,10
35.57,37,930.3,480,0,21,11
35.57,34,930.3,480,0,21,25
35.57,31,930.3,480,0,21,26
35.57,60,930.4,478,0,21,40
35.57,39,930.4,478,0,21,41
