Temperature,Humidity,Pressure,Co2,Hour,Minute,Second
35.8,44,909.3,671,0,0,4
35.82,60,909.3,674,0,0,19
35.82,34,909.2,673,0,0,34
35.84,46,909.2,672,0,0,49
35.86,54,909.2,672,0,1,4
35.86,48,909.2,671,0,1,19
35.86,54,909.2,670,0,1,34
35.87,42,909.2,667,0,1,50
35.87,30,909.2,663,0,2,5
35.87,55,909.2,661,0,2,20
35.87,57,909.2,660,0,2,35
35.86,35,909.2,660,0,2,50
35.86,50,909.2,653,0,3,5
35.87,50,909.3,654,0,3,20
35.87,51,909.3,655,0,3,35
35.87,55,909.2,654,0,3,50
35.86,59,909.2,661,0,4,5
35.86,32,909.2,666,0,4,20
35.86,36,909.2,662,0,4,36
35.86,49,909.2,659,0,4,51
35.84,31,909.2,659,0,5,6
35.84,52,909.3,658,0,5,21
35.84,54,909.2,655,0,5,36
35.84,59,909.2,661,0,5,51
35.84,42,909.2,665,0,6,6
35.84,59,909.2,668,0,6,21
35.84,39,909.2,666,0,6,36
35.84,37,909.2,667,0,6,51
35.84,46,909.2,664,0,7,7
35.84,49,909.2,668,0,7,22
35.84,48,909.2,666,0,7,37
35.84,30,909.2,666,0,7,52
35.84,38,909.2,673,0,8,7
35.82,48,909.2,671,0,8,22
35.82,38,909.2,674,0,8,37
35.82,58,909.2,674,0,8,52
35.82,53,909.2,674,0,9,7
35.82,39,909.2,675,0,9,22
35.82,53,909.2,670,0,9,37
35.82,60,909.2,667,0,9,52
35.82,52,909.2,662,0,10,8
35.84,32,909.2,657,0,10,23
35.86,34,909.1,658,0,10,38
35.86,50,909.2,653,0,10,53
35.86,41,909.2,658,0,11,8
35.86,47,909.2,661,0,11,23
35.86,32,909.1,660,0,11,38
35.86,39,909.1,665,0,11,53
35.86,48,909.1,668,0,12,8
35.86,42,909.1,667,0,12,23
35.86,42,909.2,671,0,12,38
35.84,32,909.2,673,0,12,54
35.84,60,909.2,675,0,13,9
35.84,48,909.2,673,0,13,24
35.84,45,909.2,676,0,13,39
35.84,58,909.1,675,0,13,54
35.82,55,909.1,677,0,14,9
35.82,43,909.1,672,0,14,24
35.82,44,909.2,668,0,14,39
35.82,30,909.1,665,0,14,54
35.82,55,909.1,662,0,15,9
35.82,54,909.2,660,0,15,25
35.8,39,909.2,664,0,15,40
35.8,54,909.2,663,0,15,55
35.8,35,909.2,664,0,16,10
35.79,44,909.2,662,0,16,25
35.79,36,909.2,660,0,16,40
35.78,35,909.2,661,0,16,55
35.78,40,909.2,659,0,17,10
35.77,39,909.2,664,0,17,25
35.75,39,909.2,664,0,17,40
35.75,53,909.2,660,0,17,56
35.75,53,909.2,661,0,18,11
35.73,58,909.2,663,0,18,26
35.73,34,909.2,665,0,18,41
35.73,42,909.2,667,0,18,56
35.73,42,909.2,666,0,19,11
35.73,37,909.2,661,0,19,26
35.75,54,909.2,654,0,19,41
35.78,47,909.2,653,0,19,56
35.78,60,909.2,652,0,20,11
35.78,53,909.2,650,0,20,27
35.78,41,909.2,651,0,20,42
35.79,54,909.2,651,0,20,57
35.78,43,909.2,652,0,21,12
35.79,45,909.2,648,0,21,27
35.78,43,909.2,646,0,21,42
35.79,46,909.2,651,0,21,57
35.79,53,909.1,654,0,22,12
35.79,41,909.2,654,0,22,27
35.79,48,909.1,651,0,22,43
35.68,60,909.0,642,0,22,58
35.78,49,909.2,640,0,23,13
35.78,31,909.1,649,0,23,28
35.78,38,909.1,654,0,23,43
35.77,53,909.1,651,0,23,58
35.77,37,909.1,658,0,24,13
35.77,34,909.1,659,0,24,28
35.77,41,909.1,659,0,24,43
35.75,60,909.1,659,0,24,59
35.75,50,909.1,662,0,25,14
35.75,40,909.0,662,0,25,29
35.75,37,909.1,662,0,25,44
35.75,53,909.0,660,0,25,59
35.75,45,909.0,657,0,26,14
35.75,60,909.0,657,0,26,29
35.75,37,909.0,658,0,26,44
35.73,32,909.0,663,0,26,59
35.73,45,909.0,665,0,27,14
35.73,52,909.0,667,0,27,29
35.73,32,909.0,663,0,27,44
35.73,56,909.0,655,0,28,0
35.71,44,909.0,652,0,28,15
35.73,37,909.0,654,0,28,30
35.73,44,909.0,653,0,28,45
35.73,37,909.0,654,0,29,0
35.75,33,909.0,657,0,29,15
35.75,45,909.0,662,0,29,30
35.75,43,909.0,660,0,29,45
35.75,42,909.0,662,0,30,0
35.75,49,909.0,661,0,30,15
35.75,56,909.0,660,0,30,31
35.75,45,909.0,663,0,30,46
35.75,47,909.0,662,0,31,1
35.75,48,909.0,663,0,31,16
35.75,41,909.0,663,0,31,31
35.75,30,909.0,669,0,31,46
35.75,54,909.0,666,0,32,1
35.75,44,909.0,665,0,32,16
35.75,56,909.0,664,0,32,31
35.77,48,909.0,660,0,32,46
35.77,54,909.0,652,0,33,1
35.77,57,909.0,649,0,33,16
35.77,36,909.0,646,0,33,31
35.77,60,909.0,644,0,33,47
35.77,44,909.0,644,0,34,2
35.78,39,909.0,645,0,34,17
35.78,43,909.0,642,0,34,32
35.78,46,909.0,645,0,34,47
35.77,42,909.0,647,0,35,2
35.77,36,909.0,651,0,35,17
35.75,55,909.0,652,0,35,32
35.77,32,909.0,656,0,35,47
35.75,32,909.0,661,0,36,2
35.75,34,909.0,658,0,36,17
35.75,30,909.0,664,0,36,32
35.75,52,909.0,662,0,36,47
35.75,60,909.0,660,0,37,2
35.75,47,909.0,661,0,37,18
35.73,55,909.0,661,0,37,33
35.73,45,909.0,666,0,37,48
35.73,30,909.0,668,0,38,3
35.71,57,909.0,667,0,38,18
35.73,39,909.0,668,0,38,33
35.73,49,909.0,670,0,38,48
35.73,36,909.0,669,0,39,3
35.75,52,909.0,668,0,39,18
