Temperature,Humidity,Pressure,Co2,Hour,Minute,Second
35.68,46,918.6,691,0,0,12
35.68,60,918.6,691,0,0,14
35.68,35,918.6,685,0,0,28
35.68,33,918.6,685,0,0,29
35.68,50,918.6,686,0,0,43
35.68,31,918.6,686,0,0,45
35.7,34,918.6,682,0,0,58
35.7,41,918.6,682,0,1,0
35.7,33,918.6,685,0,1,13
35.7,32,918.6,685,0,1,15
35.7,54,918.6,692,0,1,28
35.7,47,918.6,692,0,1,30
35.7,45,918.6,696,0,1,43
35.7,58,918.6,696,0,1,45
35.7,53,918.5,690,0,1,58
35.7,51,918.5,690,0,2,0
35.7,36,918.6,690,0,2,13
35.7,56,918.6,690,0,2,15
35.7,34,918.6,688,0,2,28
35.7,60,918.6,688,0,2,30
35.7,57,918.6,690,0,2,43
35.7,42,918.6,690,0,2,45
35.7,55,918.6,686,0,2,58
35.7,54,918.6,686,0,3,0
35.68,58,918.6,688,0,3,13
35.68,44,918.6,688,0,3,15
35.68,51,918.6,693,0,3,28
35.68,57,918.6,693,0,3,30
35.68,37,918.6,689,0,3,44
35.68,33,918.6,689,0,3,46
35.68,51,918.6,686,0,3,59
35.68,37,918.6,686,0,4,1
35.66,40,918.5,693,0,4,14
35.66,50,918.5,693,0,4,16
35.66,33,918.6,691,0,4,29
35.66,34,918.6,691,0,4,31
35.66,31,918.6,691,0,4,44
35.66,58,918.6,691,0,4,46
35.66,53,918.5,687,0,4,59
35.66,51,918.5,687,0,5,1
35.66,39,918.6,689,0,5,14
35.66,59,918.6,689,0,5,16
35.66,57,918.6,689,0,5,29
35.66,42,918.6,689,0,5,31
35.66,36,918.6,690,0,5,44
35.66,49,918.6,690,0,5,46
35.66,38,918.6,690,0,5,59
35.66,60,918.6,691,0,6,1
35.66,33,918.6,691,0,6,14
35.68,39,918.6,692,0,6,16
35.68,35,918.6,692,0,6,29
35.68,55,918.6,689,0,6,31
35.68,36,918.6,689,0,6,45
35.7,52,918.6,692,0,6,47
35.7,32,918.6,692,0,7,0
35.7,50,918.6,692,0,7,2
35.7,33,918.6,693,0,7,15
35.7,47,918.6,693,0,7,17
35.7,41,918.6,692,0,7,30
35.7,37,918.6,692,0,7,32
35.7,38,918.6,693,0,7,45
35.7,58,918.6,693,0,7,47
35.71,40,918.6,690,0,8,0
35.71,54,918.6,690,0,8,2
35.71,54,918.6,691,0,8,15
35.71,48,918.6,691,0,8,17
35.71,54,918.5,697,0,8,30
35.71,54,918.5,697,0,8,32
35.71,55,918.5,704,0,8,45
35.71,30,918.5,704,0,8,47
35.71,41,918.5,708,0,9,0
35.71,43,918.5,708,0,9,2
35.71,48,918.5,706,0,9,15
35.71,32,918.5,706,0,9,17
35.71,40,918.5,707,0,9,31
35.71,47,918.5,707,0,9,33
35.71,39,918.5,706,0,9,46
35.71,51,918.5,706,0,9,48
