Temperature,Humidity,Pressure,Co2,Hour,Minute,Second
35.7,47,911.6,802,0,0,1
35.7,56,911.6,804,0,0,6
35.7,56,911.6,804,0,0,16
35.7,34,911.6,801,0,0,21
35.7,56,911.6,801,0,0,31
35.68,32,911.6,800,0,0,36
35.68,52,911.6,800,0,0,47
35.68,33,911.6,795,0,0,52
35.68,56,911.6,795,0,1,2
35.68,52,911.6,797,0,1,7
35.68,31,911.6,797,0,1,17
35.68,48,911.6,791,0,1,22
35.68,55,911.6,791,0,1,32
35.7,33,911.5,791,0,1,37
35.7,54,911.5,791,0,1,47
35.71,60,911.6,794,0,1,52
35.71,44,911.6,794,0,2,2
35.71,58,911.6,798,0,2,7
35.71,37,911.6,798,0,2,17
35.75,37,911.5,802,0,2,22
35.75,52,911.5,802,0,2,32
35.73,47,911.5,802,0,2,37
35.73,56,911.6,799,0,2,47
35.73,60,911.6,799,0,2,52
35.73,31,911.6,796,0,3,2
35.73,54,911.6,796,0,3,8
35.73,47,911.5,796,0,3,18
35.73,34,911.5,796,0,3,23
35.73,50,911.6,797,0,3,33
35.73,45,911.6,797,0,3,38
35.73,56,911.6,798,0,3,48
35.73,58,911.6,798,0,3,54
35.71,37,911.6,796,0,4,3
35.71,34,911.6,796,0,4,9
35.73,32,911.6,795,0,4,18
35.73,47,911.6,795,0,4,24
35.71,32,911.6,797,0,4,33
35.71,49,911.6,797,0,4,39
35.71,44,911.5,797,0,4,48
35.71,44,911.5,797,0,4,55
35.71,40,911.6,795,0,5,3
35.71,34,911.6,795,0,5,10
35.7,57,911.6,789,0,5,18
35.7,38,911.6,789,0,5,25
35.68,56,911.6,783,0,5,33
35.68,60,911.6,783,0,5,40
35.68,46,911.6,777,0,5,48
35.68,55,911.6,777,0,5,56
35.66,42,911.6,778,0,6,3
35.66,51,911.6,778,0,6,11
35.66,48,911.6,777,0,6,18
35.66,52,911.6,777,0,6,27
35.68,42,911.6,774,0,6,34
35.68,31,911.6,774,0,6,42
35.7,58,911.6,782,0,6,49
35.7,55,911.6,782,0,6,57
35.7,44,911.6,787,0,7,4
35.7,53,911.6,785,0,7,12
35.7,44,911.6,785,0,7,19
35.68,56,911.6,793,0,7,27
35.68,58,911.6,793,0,7,34
35.7,37,911.6,797,0,7,42
35.7,39,911.6,797,0,7,49
35.7,46,911.6,792,0,7,57
35.7,35,911.6,792,0,8,4
35.7,33,911.6,786,0,8,12
35.7,33,911.6,786,0,8,19
35.7,49,911.6,787,0,8,27
35.7,45,911.6,787,0,8,35
35.68,40,911.6,790,0,8,42
35.68,36,911.6,790,0,8,50
35.68,37,911.6,786,0,8,57
35.68,60,911.6,786,0,9,6
35.68,57,911.6,783,0,9,13
35.68,37,911.6,783,0,9,21
35.68,44,911.6,782,0,9,28
35.68,59,911.6,782,0,9,36
35.66,44,911.6,779,0,9,43
35.66,37,911.6,779,0,9,51
35.66,60,911.7,784,0,9,58
35.66,56,911.7,784,0,10,6
35.66,59,911.6,788,0,10,13
35.66,54,911.6,788,0,10,21
35.66,38,911.6,798,0,10,28
35.66,34,911.6,798,0,10,36
35.66,60,911.6,797,0,10,43
35.66,51,911.6,797,0,10,51
35.68,44,911.6,799,0,10,58
35.68,54,911.6,799,0,11,6
35.7,31,911.6,797,0,11,13
35.7,30,911.6,797,0,11,21
35.71,59,911.6,801,0,11,28
35.71,46,911.6,801,0,11,36
35.71,47,911.6,801,0,11,43
35.71,30,911.6,800,0,11,51
35.71,53,911.6,800,0,11,58
35.71,53,911.6,801,0,12,6
35.71,50,911.6,801,0,12,13
35.71,59,911.6,799,0,12,22
35.71,33,911.6,799,0,12,29
35.71,41,911.6,796,0,12,37
35.71,59,911.6,796,0,12,44
35.73,58,911.6,797,0,12,52
35.73,53,911.6,797,0,12,59
35.73,54,911.6,799,0,13,7
35.73,56,911.6,799,0,13,14
35.73,60,911.6,799,0,13,22
35.73,51,911.6,799,0,13,29
35.73,42,911.6,795,0,13,37
35.73,46,911.6,795,0,13,44
35.73,58,911.6,797,0,13,52
35.73,40,911.6,797,0,13,59
35.71,54,911.6,797,0,14,7
35.71,46,911.6,797,0,14,14
35.71,49,911.6,798,0,14,22
35.71,49,911.6,798,0,14,29
35.71,41,911.6,795,0,14,37
35.71,47,911.6,795,0,14,44
35.7,38,911.6,796,0,14,52
35.7,46,911.6,796,0,15,0
35.68,58,911.6,795,0,15,7
35.68,46,911.6,795,0,15,15
35.68,38,911.6,790,0,15,22
35.68,47,911.6,790,0,15,31
35.68,36,911.6,790,0,15,38
35.71,42,911.6,794,0,15,47
35.71,44,911.6,794,0,15,53
35.71,48,911.6,794,0,16,2
35.71,43,911.6,794,0,16,8
35.71,33,911.6,788,0,16,17
35.71,56,911.6,788,0,16,23
35.71,57,911.6,789,0,16,32
35.71,33,911.6,789,0,16,38
35.71,47,911.6,784,0,16,47
35.71,56,911.6,784,0,16,53
35.71,45,911.6,785,0,17,2
35.71,39,911.6,785,0,17,8
35.71,38,911.6,788,0,17,17
35.71,55,911.6,788,0,17,23
35.71,35,911.6,782,0,17,32
35.71,39,911.6,782,0,17,38
35.71,53,911.6,791,0,17,47
35.71,30,911.6,791,0,17,53
35.71,31,911.6,793,0,18,2
35.71,56,911.6,793,0,18,8
35.71,53,911.6,794,0,18,18
35.71,41,911.6,794,0,18,23
35.71,46,911.6,792,0,18,34
35.71,32,911.6,792,0,18,39
35.71,43,911.6,790,0,18,49
35.71,46,911.6,790,0,18,54
35.7,30,911.6,792,0,19,4
35.7,47,911.6,792,0,19,9
35.68,45,911.6,793,0,19,19
35.68,33,911.6,793,0,19,24
35.68,40,911.6,791,0,19,34
35.68,35,911.6,791,0,19,39
35.68,57,911.5,791,0,19,50
35.68,47,911.5,791,0,19,54
35.66,47,911.6,788,0,20,5
35.66,44,911.6,788,0,20,9
35.66,39,911.6,787,0,20,20
35.66,46,911.6,787,0,20,24
35.66,36,911.6,787,0,20,35
35.66,31,911.6,787,0,20,39
35.66,33,911.6,786,0,20,50
35.66,36,911.6,786,0,20,55
35.68,58,911.5,783,0,21,6
35.7,41,911.6,785,0,21,10
35.7,48,911.6,785,0,21,21
35.68,36,911.5,788,0,21,25
35.68,56,911.5,788,0,21,36
35.68,38,911.6,783,0,21,40
35.68,42,911.6,783,0,21,51
35.68,38,911.5,782,0,21,55
35.68,42,911.5,782,0,22,6
35.66,54,911.6,782,0,22,11
35.66,48,911.6,782,0,22,21
35.66,37,911.6,781,0,22,26
35.66,46,911.6,781,0,22,36
35.66,47,911.5,784,0,22,41
35.66,57,911.5,784,0,22,51
35.66,34,911.5,790,0,22,56
35.66,60,911.5,790,0,23,6
35.68,46,911.5,787,0,23,11
35.68,33,911.5,787,0,23,21
35.68,39,911.6,781,0,23,26
35.68,36,911.6,781,0,23,36
35.71,60,911.5,777,0,23,41
35.71,48,911.5,777,0,23,51
35.71,34,911.5,781,0,23,56
35.7,45,911.5,779,0,24,7
35.7,33,911.5,779,0,24,11
35.7,58,911.5,780,0,24,22
35.7,36,911.5,780,0,24,26
35.7,54,911.6,786,0,24,37
35.7,35,911.6,786,0,24,41
35.7,57,911.5,787,0,24,53
35.7,51,911.5,787,0,24,56
35.7,38,911.5,785,0,25,8
35.7,47,911.5,785,0,25,11
35.7,58,911.5,786,0,25,23
35.7,31,911.5,786,0,25,27
35.68,33,911.5,785,0,25,38
35.68,38,911.5,785,0,25,42
35.68,58,911.6,788,0,25,53
35.68,51,911.6,788,0,25,57
35.68,38,911.5,789,0,26,8
35.68,50,911.5,789,0,26,12
35.68,49,911.5,789,0,26,23
35.68,58,911.5,789,0,26,27
35.66,50,911.6,788,0,26,38
35.66,47,911.6,788,0,26,42
35.66,55,911.5,789,0,26,53
35.66,33,911.5,789,0,26,57
35.66,32,911.6,781,0,27,9
35.66,45,911.6,781,0,27,12
35.66,31,911.5,785,0,27,24
35.66,54,911.5,785,0,27,27
35.64,37,911.5,786,0,27,39
35.64,30,911.5,786,0,27,43
35.64,44,911.6,792,0,27,54
35.64,51,911.6,792,0,27,58
35.64,35,911.5,793,0,28,9
35.64,35,911.5,793,0,28,13
35.63,34,911.5,790,0,28,24
35.63,40,911.5,790,0,28,29
35.63,47,911.6,789,0,28,39
35.63,40,911.6,789,0,28,44
35.62,59,911.5,789,0,28,54
35.62,56,911.5,789,0,28,59
35.62,54,911.5,788,0,29,9
35.62,55,911.5,788,0,29,14
35.62,43,911.6,795,0,29,24
