avrgCo2,pState0,pState1,pState2,pState3,pState4,day
1098.6415000162892,0.24158988106481,0.26766774378849867,0.3351353773903394,0.15560699775635195,0.0,TUE
1265.9604080197937,0.13762261466960093,0.1349105531263875,0.47982621192962815,0.2256872152564622,0.021953405017921125,WEN
1284.779248366013,0.1431286549707602,0.15533195734434124,0.4045063639490884,0.24888200894392842,0.04815101479188165,THU
1071.067784008657,0.2206700643028796,0.2372830598000377,0.467023295440565,0.0750235804565176,0.0,FRY
1133.2359482022207,0.2390284745034476,0.231368460063925,0.36266571115717644,0.16559326825394532,0.001344086021505375,MON
